cohort,profile_encoder,reference_encoder,split_id,repeat_id,fold_id,metric,delta
common,fpca256_4,raw256,21,4,1,specificity,-0.3333333333333333
common,fpca256_4,raw256,22,4,2,roc_auc,0.03759398496240607
common,fpca256_4,raw256,22,4,2,sensitivity,0.3571428571428571
common,fpca256_4,raw256,22,4,2,specificity,-0.3684210526315789
common,fpca256_4,raw256,23,4,3,roc_auc,0.059523809523809645
common,fpca256_4,raw256,23,4,3,sensitivity,0.3571428571428572
common,fpca256_4,raw256,23,4,3,specificity,-0.3333333333333333
common,fpca256_4,raw256,24,4,4,roc_auc,0.06390977443609025
common,fpca256_4,raw256,24,4,4,sensitivity,0.3571428571428572
common,fpca256_4,raw256,24,4,4,specificity,-0.368421052631579
common,fpca256_4,raw256,25,5,0,roc_auc,0.09126984126984128
common,fpca256_4,raw256,25,5,0,sensitivity,0.2857142857142857
common,fpca256_4,raw256,25,5,0,specificity,-0.1111111111111111
common,fpca256_4,raw256,26,5,1,roc_auc,0.003759398496240629
common,fpca256_4,raw256,26,5,1,sensitivity,0.0714285714285714
common,fpca256_4,raw256,26,5,1,specificity,-0.47368421052631576
common,fpca256_4,raw256,27,5,2,roc_auc,0.0181818181818183
common,fpca256_4,raw256,27,5,2,sensitivity,0.5333333333333333
common,fpca256_4,raw256,27,5,2,specificity,-0.6818181818181818
common,fpca256_4,raw256,28,5,3,roc_auc,0.0714285714285714
common,fpca256_4,raw256,28,5,3,sensitivity,0.42857142857142855
common,fpca256_4,raw256,28,5,3,specificity,-0.29411764705882354
common,fpca256_4,raw256,29,5,4,roc_auc,0.0
common,fpca256_4,raw256,29,5,4,sensitivity,0.46153846153846156
common,fpca256_4,raw256,29,5,4,specificity,-0.27777777777777785
common,fpca256_4,raw256,30,6,0,roc_auc,0.06766917293233088
common,fpca256_4,raw256,30,6,0,sensitivity,0.2142857142857143
common,fpca256_4,raw256,30,6,0,specificity,-0.15789473684210525
common,fpca256_4,raw256,31,6,1,roc_auc,0.06315789473684208
common,fpca256_4,raw256,31,6,1,sensitivity,0.20000000000000007
common,fpca256_4,raw256,31,6,1,specificity,-0.21052631578947367
common,fpca256_4,raw256,32,6,2,roc_auc,-0.003759398496240629
common,fpca256_4,raw256,32,6,2,sensitivity,0.5
common,fpca256_4,raw256,32,6,2,specificity,-0.3684210526315789
common,fpca256_4,raw256,33,6,3,roc_auc,-0.023809523809523836
common,fpca256_4,raw256,33,6,3,sensitivity,0.42857142857142855
common,fpca256_4,raw256,33,6,3,specificity,-0.5
common,fpca256_4,raw256,34,6,4,roc_auc,-0.05263157894736836
common,fpca256_4,raw256,34,6,4,sensitivity,0.3846153846153847
common,fpca256_4,raw256,34,6,4,specificity,-0.5789473684210527
common,fpca256_4,raw256,35,7,0,roc_auc,-0.010714285714285676
common,fpca256_4,raw256,35,7,0,sensitivity,0.1428571428571429
common,fpca256_4,raw256,35,7,0,specificity,-0.2
common,fpca256_4,raw256,36,7,1,roc_auc,0.16269841269841268
common,fpca256_4,raw256,36,7,1,sensitivity,0.5
common,fpca256_4,raw256,36,7,1,specificity,-0.4444444444444444
