profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,8,3,0.03595785074356516,0.9286440700157924
fpca256_4,outer_fold,8,4,0.01795726898907512,0.9466013390048675
fpca256_4,outer_fold,9,1,0.5878816987081966,0.5878816987081966
fpca256_4,outer_fold,9,2,0.29170076336040063,0.8795824620685972
fpca256_4,outer_fold,9,3,0.03877927141913422,0.9183617334877314
fpca256_4,outer_fold,9,4,0.021116405005205462,0.9394781384929369
fpca256_4,outer_fold,10,1,0.6336743292819567,0.6336743292819567
fpca256_4,outer_fold,10,2,0.26351557874868303,0.8971899080306397
fpca256_4,outer_fold,10,3,0.03525112485204685,0.9324410328826865
fpca256_4,outer_fold,10,4,0.016861894262336204,0.9493029271450227
fpca256_4,outer_fold,11,1,0.6163441816801122,0.6163441816801122
fpca256_4,outer_fold,11,2,0.27078064297043786,0.8871248246505501
fpca256_4,outer_fold,11,3,0.03688205631549303,0.9240068809660431
fpca256_4,outer_fold,11,4,0.01872222060713144,0.9427291015731746
fpca256_4,outer_fold,12,1,0.628178773015146,0.628178773015146
fpca256_4,outer_fold,12,2,0.26043134756007463,0.8886101205752206
fpca256_4,outer_fold,12,3,0.03723071382782117,0.9258408344030418
fpca256_4,outer_fold,12,4,0.018739410706525125,0.9445802451095668
fpca256_4,outer_fold,13,1,0.6162037635468337,0.6162037635468337
fpca256_4,outer_fold,13,2,0.2723258439290213,0.8885296074758551
fpca256_4,outer_fold,13,3,0.03671317830531699,0.925242785781172
fpca256_4,outer_fold,13,4,0.0192622214325686,0.9445050072137406
fpca256_4,outer_fold,14,1,0.6424369962938206,0.6424369962938206
fpca256_4,outer_fold,14,2,0.25791784875818796,0.9003548450520085
fpca256_4,outer_fold,14,3,0.03181567301481799,0.9321705180668265
fpca256_4,outer_fold,14,4,0.016386598317743018,0.9485571163845695
fpca256_4,outer_fold,15,1,0.6186105251550695,0.6186105251550695
fpca256_4,outer_fold,15,2,0.27706583744108726,0.8956763625961568
fpca256_4,outer_fold,15,3,0.03401944202373594,0.9296958046198928
fpca256_4,outer_fold,15,4,0.01653170617476336,0.9462275107946562
fpca256_4,outer_fold,16,1,0.6385092909866165,0.6385092909866165
fpca256_4,outer_fold,16,2,0.25557640957501554,0.8940857005616321
fpca256_4,outer_fold,16,3,0.0349248063355598,0.9290105068971919
fpca256_4,outer_fold,16,4,0.01597156113646002,0.9449820680336519
fpca256_4,outer_fold,17,1,0.6323560208709471,0.6323560208709471
fpca256_4,outer_fold,17,2,0.2623908917474769,0.894746912618424
fpca256_4,outer_fold,17,3,0.03486909656875461,0.9296160091871786
fpca256_4,outer_fold,17,4,0.01803337173769687,0.9476493809248754
fpca256_4,outer_fold,18,1,0.6142751681005277,0.6142751681005277
fpca256_4,outer_fold,18,2,0.270423184005173,0.8846983521057008
fpca256_4,outer_fold,18,3,0.04016766881145644,0.9248660209171572
fpca256_4,outer_fold,18,4,0.019972938345524507,0.9448389592626817
fpca256_4,outer_fold,19,1,0.6356312441125145,0.6356312441125145
fpca256_4,outer_fold,19,2,0.2573760882261039,0.8930073323386184
fpca256_4,outer_fold,19,3,0.03466006217139839,0.9276673945100168
fpca256_4,outer_fold,19,4,0.018710038949740833,0.9463774334597577
